sliding.sentences,story,lang,sentence_num,prop_num
"farmer's cart with a broken wheel prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî",1,eng,244,0.0613682092555332
"cart with a broken wheel prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to",1,eng,245,0.061619718309859156
"with a broken wheel prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell",1,eng,246,0.061871227364185113
"a broken wheel prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell his",1,eng,247,0.062122736418511064
"broken wheel prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell his rice,",1,eng,248,0.06237424547283702
"wheel prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell his rice, and",1,eng,249,0.06262575452716297
"prevented further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell his rice, and was",1,eng,250,0.06287726358148893
"further progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell his rice, and was anxious",1,eng,251,0.06312877263581489
"progress. Dêvala, the owner of the cart, was on his way to Vârânasî to sell his rice, and was anxious to",1,eng,252,0.06338028169014084
"Dêvala, the owner of the cart, was on his way to Vârânasî to sell his rice, and was anxious to reach",1,eng,253,0.0636317907444668
"the owner of the cart, was on his way to Vârânasî to sell his rice, and was anxious to reach the",1,eng,254,0.06388329979879276
"owner of the cart, was on his way to Vârânasî to sell his rice, and was anxious to reach the town",1,eng,255,0.06413480885311872
"of the cart, was on his way to Vârânasî to sell his rice, and was anxious to reach the town before",1,eng,256,0.06438631790744467
"the cart, was on his way to Vârânasî to sell his rice, and was anxious to reach the town before the",1,eng,257,0.06463782696177062
"cart, was on his way to Vârânasî to sell his rice, and was anxious to reach the town before the dawn",1,eng,258,0.06488933601609657
"was on his way to Vârânasî to sell his rice, and was anxious to reach the town before the dawn of",1,eng,259,0.06514084507042253
"on his way to Vârânasî to sell his rice, and was anxious to reach the town before the dawn of the",1,eng,260,0.06539235412474849
"his way to Vârânasî to sell his rice, and was anxious to reach the town before the dawn of the next",1,eng,261,0.06564386317907445
"way to Vârânasî to sell his rice, and was anxious to reach the town before the dawn of the next morning.",1,eng,262,0.0658953722334004
"to Vârânasî to sell his rice, and was anxious to reach the town before the dawn of the next morning. If",1,eng,263,0.06614688128772636
"Vârânasî to sell his rice, and was anxious to reach the town before the dawn of the next morning. If he",1,eng,264,0.06639839034205232
"to sell his rice, and was anxious to reach the town before the dawn of the next morning. If he was",1,eng,265,0.06664989939637828
"sell his rice, and was anxious to reach the town before the dawn of the next morning. If he was delayed",1,eng,266,0.06690140845070422
"his rice, and was anxious to reach the town before the dawn of the next morning. If he was delayed a",1,eng,267,0.06715291750503018
"rice, and was anxious to reach the town before the dawn of the next morning. If he was delayed a day",1,eng,268,0.06740442655935613
and was anxious to reach the town before the dawn of the next morning. If he was delayed a day or,1,eng,269,0.06765593561368209
was anxious to reach the town before the dawn of the next morning. If he was delayed a day or two,1,eng,270,0.06790744466800805
"anxious to reach the town before the dawn of the next morning. If he was delayed a day or two longer,",1,eng,271,0.068158953722334
"to reach the town before the dawn of the next morning. If he was delayed a day or two longer, the",1,eng,272,0.06841046277665996
"reach the town before the dawn of the next morning. If he was delayed a day or two longer, the rice",1,eng,273,0.06866197183098592
"the town before the dawn of the next morning. If he was delayed a day or two longer, the rice merchants",1,eng,274,0.06891348088531186
"town before the dawn of the next morning. If he was delayed a day or two longer, the rice merchants might",1,eng,275,0.06916498993963782
"before the dawn of the next morning. If he was delayed a day or two longer, the rice merchants might have",1,eng,276,0.06941649899396378
"the dawn of the next morning. If he was delayed a day or two longer, the rice merchants might have left",1,eng,277,0.06966800804828974
"dawn of the next morning. If he was delayed a day or two longer, the rice merchants might have left town",1,eng,278,0.0699195171026157
"of the next morning. If he was delayed a day or two longer, the rice merchants might have left town or",1,eng,279,0.07017102615694165
"the next morning. If he was delayed a day or two longer, the rice merchants might have left town or bought",1,eng,280,0.07042253521126761
"next morning. If he was delayed a day or two longer, the rice merchants might have left town or bought all",1,eng,281,0.07067404426559357
"morning. If he was delayed a day or two longer, the rice merchants might have left town or bought all the",1,eng,282,0.07092555331991952
"If he was delayed a day or two longer, the rice merchants might have left town or bought all the stock",1,eng,283,0.07117706237424547
"he was delayed a day or two longer, the rice merchants might have left town or bought all the stock they",1,eng,284,0.07142857142857142
"was delayed a day or two longer, the rice merchants might have left town or bought all the stock they needed.",1,eng,285,0.07168008048289738
"delayed a day or two longer, the rice merchants might have left town or bought all the stock they needed. When",1,eng,286,0.07193158953722334
"a day or two longer, the rice merchants might have left town or bought all the stock they needed. When the",1,eng,287,0.0721830985915493
"day or two longer, the rice merchants might have left town or bought all the stock they needed. When the jeweller",1,eng,288,0.07243460764587525
"or two longer, the rice merchants might have left town or bought all the stock they needed. When the jeweller saw",1,eng,289,0.07268611670020121
"two longer, the rice merchants might have left town or bought all the stock they needed. When the jeweller saw that",1,eng,290,0.07293762575452717
"longer, the rice merchants might have left town or bought all the stock they needed. When the jeweller saw that he",1,eng,291,0.07318913480885311
the rice merchants might have left town or bought all the stock they needed. When the jeweller saw that he could,1,eng,292,0.07344064386317907
rice merchants might have left town or bought all the stock they needed. When the jeweller saw that he could not,1,eng,293,0.07369215291750503
merchants might have left town or bought all the stock they needed. When the jeweller saw that he could not proceed,1,eng,294,0.07394366197183098
might have left town or bought all the stock they needed. When the jeweller saw that he could not proceed on,1,eng,295,0.07419517102615694
have left town or bought all the stock they needed. When the jeweller saw that he could not proceed on his,1,eng,296,0.0744466800804829
left town or bought all the stock they needed. When the jeweller saw that he could not proceed on his way,1,eng,297,0.07469818913480886
town or bought all the stock they needed. When the jeweller saw that he could not proceed on his way unless,1,eng,298,0.07494969818913481
or bought all the stock they needed. When the jeweller saw that he could not proceed on his way unless the,1,eng,299,0.07520120724346077
bought all the stock they needed. When the jeweller saw that he could not proceed on his way unless the farmer’s,1,eng,300,0.07545271629778671
all the stock they needed. When the jeweller saw that he could not proceed on his way unless the farmer’s cart,1,eng,301,0.07570422535211267
